Time [s],Packet ID,MOSI,MISO
0.0601667500,7,0x1774,0x0000
0.0601697100,7,0x1774,0x0000
0.0601726800,7,0x1774,0x0000
0.0601756400,7,0x1774,0x0000
0.0601786000,7,0x1774,0x0000
0.0601815600,7,0x1774,0x0000
0.0601845300,7,0x1774,0x0000
0.0601874900,7,0x1774,0x0000
0.0601904500,7,0x1774,0x0000
0.0601934200,7,0x1774,0x0000
0.0601963800,7,0x1774,0x0000
0.0601993400,7,0x1774,0x0000
0.0602023100,7,0x1774,0x0000
0.0602052700,7,0x1774,0x0000
0.0602082300,7,0x1774,0x0000
0.0602111900,7,0x1774,0x0000
0.0602141600,7,0x1774,0x0000
0.0602171200,7,0x1774,0x0000
0.0602200800,7,0x1774,0x0000
0.0602230500,7,0x1774,0x0000
0.0602260100,7,0x1774,0x0000
0.0602289700,7,0x1774,0x0000
0.0602319400,7,0x1774,0x0000
0.0602349000,7,0x1774,0x0000
0.0602378600,7,0x1774,0x0000
0.0602408200,7,0x1774,0x0000
0.0602437900,7,0x1774,0x0000
0.0602467500,7,0x1774,0x0000
0.0602497100,7,0x1774,0x0000
0.0602526800,7,0x1774,0x0000
0.0602556400,7,0x1774,0x0000
0.0602586000,7,0x1774,0x0000
0.0602615600,7,0x1774,0x0000
0.0602645300,7,0x1774,0x0000
0.0602674900,7,0x1774,0x0000
0.0602704500,7,0x1774,0x0000
0.0602734200,7,0x1774,0x0000
0.0602763800,7,0x1774,0x0000
0.0602793400,7,0x1774,0x0000
0.0602823100,7,0x1774,0x0000
0.0602852700,7,0x1774,0x0000
0.0602882300,7,0x1774,0x0000
0.0602911900,7,0x1774,0x0000
0.0602941600,7,0x1774,0x0000
0.0602971200,7,0x1774,0x0000
0.0603000800,7,0x1774,0x0000
0.0603030500,7,0x1774,0x0000
0.0603060100,7,0x1774,0x0000
0.0603089700,7,0x1774,0x0000
0.0603119400,7,0x1774,0x0000
0.0603149000,7,0x1774,0x0000
0.0603178600,7,0x1774,0x0000
0.0603208200,7,0x1774,0x0000
0.0603237900,7,0x1774,0x0000
0.0603267500,7,0x1774,0x0000
0.0603297100,7,0x1774,0x0000
0.0603326800,7,0x1774,0x0000
0.0603356400,7,0x1774,0x0000
0.0603386000,7,0x1774,0x0000
0.0603415600,7,0x1774,0x0000
0.0603445300,7,0x1774,0x0000
0.0603474900,7,0x1774,0x0000
0.0603504500,7,0x1774,0x0000
0.0603534200,7,0x1774,0x0000
0.0603563800,7,0x1774,0x0000
0.0603593400,7,0x1774,0x0000
0.0603623100,7,0x1774,0x0000
0.0603652700,7,0x1774,0x0000
0.0603682300,7,0x1774,0x0000
0.0603712000,7,0x1774,0x0000
0.0603741600,7,0x1774,0x0000
0.0603771200,7,0x1774,0x0000
0.0603800800,7,0x1774,0x0000
0.0603830500,7,0x1774,0x0000
0.0603860100,7,0x1774,0x0000
0.0603889700,7,0x1774,0x0000
0.0603919400,7,0x1774,0x0000
0.0603949000,7,0x1774,0x0000
0.0603978600,7,0x1774,0x0000
0.0604008300,7,0x1774,0x0000
0.0604037900,7,0x1774,0x0000
0.0604067500,7,0x1774,0x0000
0.0604097100,7,0x1774,0x0000
0.0604126800,7,0x1774,0x0000
0.0604156400,7,0x1774,0x0000
0.0604186000,7,0x1774,0x0000
0.0604215600,7,0x1774,0x0000
0.0604245300,7,0x1774,0x0000
0.0604274900,7,0x1774,0x0000
0.0604304500,7,0x1774,0x0000
0.0604334200,7,0x1774,0x0000
0.0604363800,7,0x1774,0x0000
0.0604393400,7,0x1774,0x0000
0.0604423100,7,0x1774,0x0000
0.0604452700,7,0x1774,0x0000
0.0604482300,7,0x1774,0x0000
0.0604512000,7,0x1774,0x0000
0.0604541600,7,0x1774,0x0000
0.0604571200,7,0x1774,0x0000
0.0604600800,7,0x1774,0x0000
0.0604630500,7,0x1774,0x0000
0.0604660100,7,0x1774,0x0000
0.0604689700,7,0x1774,0x0000
0.0604719400,7,0x1774,0x0000
0.0604749000,7,0x1774,0x0000
0.0604778600,7,0x1774,0x0000
0.0604808300,7,0x1774,0x0000
0.0604837900,7,0x1774,0x0000
0.0604867500,7,0x1774,0x0000
0.0604897100,7,0x1774,0x0000
0.0604926800,7,0x1774,0x0000
0.0604956400,7,0x1774,0x0000
0.0604986000,7,0x1774,0x0000
0.0605015700,7,0x1774,0x0000
0.0605045300,7,0x1774,0x0000
0.0605074900,7,0x1774,0x0000
0.0605104600,7,0x1774,0x0000
0.0605134200,7,0x1774,0x0000
0.0605163800,7,0x1774,0x0000
0.0605193400,7,0x1774,0x0000
0.0605223100,7,0x1774,0x0000
0.0605252700,7,0x1774,0x0000
0.0605282300,7,0x1774,0x0000
0.0605312000,7,0x1774,0x0000
0.0605341600,7,0x1774,0x0000
0.0605371200,7,0x1774,0x0000
0.0605400800,7,0x1774,0x0000
0.0605430500,7,0x1774,0x0000
0.0605460100,7,0x1774,0x0000
0.0605489700,7,0x1774,0x0000
0.0605519400,7,0x1774,0x0000
0.0605549000,7,0x1774,0x0000
0.0605578600,7,0x1774,0x0000
0.0605608300,7,0x1774,0x0000
0.0605637900,7,0x1774,0x0000
0.0605667500,7,0x1774,0x0000
0.0605697100,7,0x1774,0x0000
0.0605726800,7,0x1774,0x0000
0.0605756400,7,0x1774,0x0000
0.0605786000,7,0x1774,0x0000
