Time [s],Packet ID,MOSI,MISO
0.0015061400,0,0x55AA,0x0000
0.0015091000,0,0x2DE4,0x0000
0.0015120600,0,0x01FF,0x0000
0.0015150200,0,0x1400,0x0000
0.0015179900,0,0x1400,0x0000
0.0015209500,0,0x1400,0x0000
0.0015239100,0,0x1400,0x0000
0.0015268800,0,0x1400,0x0000
0.0015298400,0,0x1400,0x0000
0.0015328000,0,0x1400,0x0000
0.0015357600,0,0x1400,0x0000
0.0015387300,0,0x1400,0x0000
0.0015416900,0,0x1400,0x0000
0.0015446500,0,0x1400,0x0000
0.0015476200,0,0x1400,0x0000
0.0015505800,0,0x1400,0x0000
0.0015535400,0,0x1400,0x0000
0.0015565100,0,0x1400,0x0000
0.0015594700,0,0x1400,0x0000
0.0015624300,0,0x1400,0x0000
0.0015653900,0,0x1400,0x0000
0.0015683600,0,0x1400,0x0000
0.0015713200,0,0x1400,0x0000
0.0015742800,0,0x1400,0x0000
0.0015772500,0,0x1400,0x0000
0.0015802100,0,0x1400,0x0000
0.0015831700,0,0x1400,0x0000
0.0015861400,0,0x1400,0x0000
0.0015891000,0,0x1400,0x0000
0.0015920600,0,0x1400,0x0000
0.0015950200,0,0x1400,0x0000
0.0015979900,0,0x1400,0x0000
0.0016009500,0,0x1400,0x0000
0.0016039100,0,0x1400,0x0000
0.0016068800,0,0x1400,0x0000
0.0016098400,0,0x1400,0x0000
0.0016128000,0,0x1400,0x0000
0.0016157600,0,0x1400,0x0000
0.0016187300,0,0x1400,0x0000
0.0016216900,0,0x1400,0x0000
0.0016246500,0,0x1400,0x0000
0.0016276200,0,0x1400,0x0000
0.0016305800,0,0x1400,0x0000
0.0016335400,0,0x1400,0x0000
0.0016365100,0,0x1400,0x0000
0.0016394700,0,0x1400,0x0000
0.0016424300,0,0x1400,0x0000
0.0016453900,0,0x1400,0x0000
0.0016483600,0,0x1400,0x0000
0.0016513200,0,0x1400,0x0000
0.0016542800,0,0x1400,0x0000
0.0016572500,0,0x1400,0x0000
0.0016602100,0,0x1400,0x0000
0.0016631700,0,0x1400,0x0000
0.0016661400,0,0x1400,0x0000
0.0016691000,0,0x1400,0x0000
0.0016720600,0,0x1400,0x0000
0.0016750200,0,0x1400,0x0000
0.0016779900,0,0x1400,0x0000
0.0016809500,0,0x1400,0x0000
0.0016839100,0,0x1400,0x0000
0.0016868800,0,0x1400,0x0000
0.0016898400,0,0x1400,0x0000
0.0016928000,0,0x1400,0x0000
0.0016957600,0,0x1400,0x0000
0.0016987300,0,0x1400,0x0000
0.0017016900,0,0x1400,0x0000
0.0017046500,0,0x1400,0x0000
0.0017076200,0,0x1400,0x0000
0.0017105800,0,0x1400,0x0000
0.0017135400,0,0x1400,0x0000
0.0017165100,0,0x1400,0x0000
0.0017194700,0,0x1400,0x0000
0.0017224300,0,0x1400,0x0000
0.0017253900,0,0x1400,0x0000
0.0017283600,0,0x1400,0x0000
0.0017313200,0,0x1400,0x0000
0.0017342800,0,0x1400,0x0000
0.0017372500,0,0x1400,0x0000
0.0017402100,0,0x1400,0x0000
0.0017431700,0,0x1400,0x0000
0.0017461400,0,0x1400,0x0000
0.0017491000,0,0x1400,0x0000
0.0017520600,0,0x1400,0x0000
0.0017550200,0,0x1400,0x0000
0.0017579900,0,0x1400,0x0000
0.0017609500,0,0x1400,0x0000
0.0017639100,0,0x1400,0x0000
0.0017668800,0,0x1400,0x0000
0.0017698400,0,0x1400,0x0000
0.0017728000,0,0x1400,0x0000
0.0017757600,0,0x1400,0x0000
0.0017787300,0,0x1400,0x0000
0.0017816900,0,0x1400,0x0000
0.0017846500,0,0x1400,0x0000
0.0017876200,0,0x1400,0x0000
0.0017905800,0,0x1400,0x0000
0.0017935400,0,0x1400,0x0000
0.0017965100,0,0x1400,0x0000
