Time [s],Packet ID,MOSI,MISO
0.0039520500,0,0x55AA,0x0000
0.0039550100,0,0x2DEC,0x0000
0.0039579700,0,0x01FF,0x0000
0.0039609300,0,0x1C00,0x0000
0.0039639000,0,0x1C00,0x0000
0.0039668600,0,0x1C00,0x0000
0.0039698200,0,0x1C00,0x0000
0.0039727900,0,0x1C00,0x0000
0.0039757500,0,0x1C00,0x0000
0.0039787100,0,0x1C00,0x0000
0.0039816800,0,0x1C00,0x0000
0.0039846400,0,0x1C00,0x0000
0.0039876000,0,0x1C00,0x0000
0.0039905600,0,0x1C00,0x0000
0.0039935300,0,0x1C00,0x0000
0.0039964900,0,0x1C00,0x0000
0.0039994500,0,0x1C00,0x0000
0.0040024200,0,0x1C00,0x0000
0.0040053800,0,0x1C00,0x0000
0.0040083400,0,0x1C00,0x0000
0.0040113000,0,0x1C00,0x0000
0.0040142700,0,0x1C00,0x0000
0.0040172300,0,0x1C00,0x0000
0.0040201900,0,0x1C00,0x0000
0.0040231600,0,0x1C00,0x0000
0.0040261200,0,0x1C00,0x0000
0.0040290800,0,0x1C00,0x0000
0.0040320500,0,0x1C00,0x0000
0.0040350100,0,0x1C00,0x0000
0.0040379700,0,0x1C00,0x0000
0.0040409300,0,0x1C00,0x0000
0.0040439000,0,0x1C00,0x0000
0.0040468600,0,0x1C00,0x0000
0.0040498200,0,0x1C00,0x0000
0.0040527900,0,0x1C00,0x0000
0.0040557500,0,0x1C00,0x0000
0.0040587100,0,0x1C00,0x0000
0.0040616800,0,0x1C00,0x0000
0.0040646400,0,0x1C00,0x0000
0.0040676000,0,0x1C00,0x0000
0.0040705600,0,0x1C00,0x0000
0.0040735300,0,0x1C00,0x0000
0.0040764900,0,0x1C00,0x0000
0.0040794500,0,0x1C00,0x0000
0.0040824200,0,0x1C00,0x0000
0.0040853800,0,0x1C00,0x0000
0.0040883400,0,0x1C00,0x0000
0.0040913100,0,0x1C00,0x0000
0.0040942700,0,0x1C00,0x0000
0.0040972300,0,0x1C00,0x0000
0.0041001900,0,0x1C00,0x0000
0.0041031600,0,0x1C00,0x0000
0.0041061200,0,0x1C00,0x0000
0.0041090800,0,0x1C00,0x0000
0.0041120500,0,0x1C00,0x0000
0.0041150100,0,0x1C00,0x0000
0.0041179700,0,0x1C00,0x0000
